"LocalFile","MatchPercent","LocalLines","Component","Version","Latest","ReleaseDate","OssFile","OssLines","SourceHash","FileHash","Url","Purl"
"web/src/hooks/useRecentCombos.test.ts","95","3-63","ai-kanban","nightly-2026-04-28","nightly-2026-04-28","2026-04-28","frontend/src/hooks/use-analytics.test.ts","3-63","9d3752405793f8da8b6f1d167c26d682","0e537dfc932a02107763679a700e3724","https://github.com/Srivastava/ai-kanban","pkg:github/srivastava/ai-kanban | pkg:npm/ai-kanban"
"web/src/hooks/useSessionStorage.ts","80","4-20","aia-product-compass-hub","fastrack-training-2","fastrack-training-2","2026-05-04","src/hooks/useLocalStorage.ts","37-53","89ced5f5f8e547bba700ae167e87668d","6a61344044e074bdbf858853d8f2d789","https://github.com/leotansingapore/aia-product-compass-hub","pkg:github/leotansingapore/aia-product-compass-hub"
"web/src/features/setup/hooks/useUpdateSetup.ts","60","4-18","octant","9ebb6b85","0c99344f","2023-08-05","octant-9ebb6b85/client/src/hooks/mutations/useUserAcceptsTOS.ts","2-16","d1c50aecfa82e2f93705bbbf95410e5f","029abe1abfd1aaa3e7f167b3e1764874","https://gitlab.com/wildland/governance/octant","pkg:gitlab/wildland/governance/octant"
"web/src/features/tag/components/TagFormDialog.test.tsx","55","29-95","github.com/tranvuongduy2003/go-copilot","v0.0.0-20260224160801-ff241635b7af","v0.0.0-20260224160801-ff241635b7af","2026-02-24","frontend/src/features/users/components/user-form-dialog.test.tsx","22-88","cbe32bc699737e82d96e17605657972d","f827bbbcd6ea01c755e72a98ab560522","https://proxy.golang.org/github.com/tranvuongduy2003/go-copilot/@v/v0.0.0-20260224160801-ff241635b7af.zip","pkg:golang/github.com/tranvuongduy2003/go-copilot"
"web/src/features/combo/components/CharacterChangeConfirmDialog.tsx","54","7-32","sgte-app","v1.2.0","v1.2.0","2026-06-03","resources/js/components/admin/delete-user-dialog.tsx","6-31","80cae01ad715c27db81d1adcd3b3bc9d","31d757aac2ad425c410f50b968203457","https://github.com/cristian-home/sgte-app","pkg:github/cristian-home/sgte-app"
